source,id,name,description,type,dependencies,registry_dependencies,official_url,registry_json,files
Magic UI,animated-beam-demo,Animated Beam Demo,Example showing an animated beam of light effect.,registry:example,@radix-ui/react-icons,@magicui/animated-beam,https://magicui.design/docs/components/animated-beam-demo,https://magicui.design/r/animated-beam-demo.json,registry/example/animated-beam-demo.tsx
Magic UI,animated-beam-multiple-inputs,Animated Beam Multiple Inputs,Example showing animated beams with multiple input points.,registry:example,,@magicui/animated-beam,https://magicui.design/docs/components/animated-beam-multiple-inputs,https://magicui.design/r/animated-beam-multiple-inputs.json,registry/example/animated-beam-multiple-inputs.tsx
Magic UI,animated-beam-multiple-outputs,Animated Beam Multiple Outputs,Example showing animated beams with multiple output points.,registry:example,,@magicui/animated-beam,https://magicui.design/docs/components/animated-beam-multiple-outputs,https://magicui.design/r/animated-beam-multiple-outputs.json,registry/example/animated-beam-multiple-outputs.tsx
Magic UI,animated-beam-unidirectional,Animated Beam Unidirectional,Example showing a unidirectional animated beam effect.,registry:example,,@magicui/animated-beam,https://magicui.design/docs/components/animated-beam-unidirectional,https://magicui.design/r/animated-beam-unidirectional.json,registry/example/animated-beam-unidirectional.tsx
Magic UI,animated-circular-progress-bar,Animated Circular Progress Bar,Animated Circular Progress Bar is a component that displays a circular gauge with a percentage value.,registry:ui,,,https://magicui.design/docs/components/animated-circular-progress-bar,https://magicui.design/r/animated-circular-progress-bar.json,registry/magicui/animated-circular-progress-bar.tsx
Magic UI,animated-circular-progress-bar-demo,Animated Circular Progress Bar Demo,Example showing an animated circular progress gauge.,registry:example,,@magicui/animated-circular-progress-bar,https://magicui.design/docs/components/animated-circular-progress-bar-demo,https://magicui.design/r/animated-circular-progress-bar-demo.json,registry/example/animated-circular-progress-bar-demo.tsx
Magic UI,animated-gradient-text,Animated Gradient Text,An animated gradient background which transitions between colors for text.,registry:ui,,,https://magicui.design/docs/components/animated-gradient-text,https://magicui.design/r/animated-gradient-text.json,registry/magicui/animated-gradient-text.tsx
Magic UI,animated-gradient-text-demo,Animated Gradient Text Demo,Example showing text with animated gradient backgrounds.,registry:example,lucide-react,@magicui/animated-gradient-text,https://magicui.design/docs/components/animated-gradient-text-demo,https://magicui.design/r/animated-gradient-text-demo.json,registry/example/animated-gradient-text-demo.tsx
Magic UI,animated-gradient-text-demo-2,Animated Gradient Text Demo 2,Second example showing text with animated gradient backgrounds.,registry:example,,@magicui/animated-gradient-text,https://magicui.design/docs/components/animated-gradient-text-demo-2,https://magicui.design/r/animated-gradient-text-demo-2.json,registry/example/animated-gradient-text-demo-2.tsx
Magic UI,animated-grid-pattern,Animated Grid Pattern,"A animated background grid pattern made with SVGs, fully customizable using Tailwind CSS.",registry:ui,motion,,https://magicui.design/docs/components/animated-grid-pattern,https://magicui.design/r/animated-grid-pattern.json,registry/magicui/animated-grid-pattern.tsx
Magic UI,animated-grid-pattern-demo,Animated Grid Pattern Demo,Example showing an animated grid pattern background.,registry:example,,@magicui/animated-grid-pattern,https://magicui.design/docs/components/animated-grid-pattern-demo,https://magicui.design/r/animated-grid-pattern-demo.json,registry/example/animated-grid-pattern-demo.tsx
Magic UI,animated-list,Animated List,A list that animates each item in sequence with a delay. Used to showcase notifications or events on your landing page.,registry:ui,motion,,https://magicui.design/docs/components/animated-list,https://magicui.design/r/animated-list.json,registry/magicui/animated-list.tsx
Magic UI,animated-list-demo,Animated List Demo,Example showing a list with sequenced item animations.,registry:example,,@magicui/animated-list,https://magicui.design/docs/components/animated-list-demo,https://magicui.design/r/animated-list-demo.json,registry/example/animated-list-demo.tsx
Magic UI,animated-shiny-text,Animated Shiny Text,A light glare effect which pans across text making it appear as if it is shimmering.,registry:ui,,,https://magicui.design/docs/components/animated-shiny-text,https://magicui.design/r/animated-shiny-text.json,registry/magicui/animated-shiny-text.tsx
Magic UI,animated-shiny-text-demo,Animated Shiny Text Demo,Example showing text with a shimmering light effect.,registry:example,@radix-ui/react-icons,@magicui/animated-shiny-text,https://magicui.design/docs/components/animated-shiny-text-demo,https://magicui.design/r/animated-shiny-text-demo.json,registry/example/animated-shiny-text-demo.tsx
Magic UI,animated-theme-toggler,Theme Toggler,"Theme toggle with View Transitions and animated clip-path masks (circle, polygons, star), optional viewport-centered origin.",registry:ui,lucide-react,,https://magicui.design/docs/components/animated-theme-toggler,https://magicui.design/r/animated-theme-toggler.json,registry/magicui/animated-theme-toggler.tsx
Magic UI,animated-theme-toggler-demo,Animated Theme Toggler Demo,Example showing animation while changing the theme.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-demo,https://magicui.design/r/animated-theme-toggler-demo.json,registry/example/animated-theme-toggler-demo.tsx
Magic UI,animated-theme-toggler-diamond-demo,Animated Theme Toggler — Diamond,Theme transition with a diamond-shaped clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-diamond-demo,https://magicui.design/r/animated-theme-toggler-diamond-demo.json,registry/example/animated-theme-toggler-diamond-demo.tsx
Magic UI,animated-theme-toggler-hexagon-demo,Animated Theme Toggler — Hexagon,Theme transition with a hexagon clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-hexagon-demo,https://magicui.design/r/animated-theme-toggler-hexagon-demo.json,registry/example/animated-theme-toggler-hexagon-demo.tsx
Magic UI,animated-theme-toggler-next-themes-demo,Animated Theme Toggler — next-themes,Controlled usage with next-themes so useTheme() subscribers stay in sync on toggle.,registry:example,next-themes,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-next-themes-demo,https://magicui.design/r/animated-theme-toggler-next-themes-demo.json,registry/example/animated-theme-toggler-next-themes-demo.tsx
Magic UI,animated-theme-toggler-rectangle-demo,Animated Theme Toggler — Rectangle,Theme transition with a rectangle clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-rectangle-demo,https://magicui.design/r/animated-theme-toggler-rectangle-demo.json,registry/example/animated-theme-toggler-rectangle-demo.tsx
Magic UI,animated-theme-toggler-square-demo,Animated Theme Toggler — Square,Theme transition with a square clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-square-demo,https://magicui.design/r/animated-theme-toggler-square-demo.json,registry/example/animated-theme-toggler-square-demo.tsx
Magic UI,animated-theme-toggler-star-demo,Animated Theme Toggler — Star,Theme transition with a star-shaped clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-star-demo,https://magicui.design/r/animated-theme-toggler-star-demo.json,registry/example/animated-theme-toggler-star-demo.tsx
Magic UI,animated-theme-toggler-triangle-demo,Animated Theme Toggler — Triangle,Theme transition with a triangle clip reveal.,registry:example,,@magicui/animated-theme-toggler,https://magicui.design/docs/components/animated-theme-toggler-triangle-demo,https://magicui.design/r/animated-theme-toggler-triangle-demo.json,registry/example/animated-theme-toggler-triangle-demo.tsx
Magic UI,aurora-text,Aurora Text,A beautiful aurora text effect,registry:ui,,,https://magicui.design/docs/components/aurora-text,https://magicui.design/r/aurora-text.json,registry/magicui/aurora-text.tsx
Magic UI,aurora-text-demo,Aurora Text Demo,Example showing a beautiful aurora text effect.,registry:example,,@magicui/aurora-text,https://magicui.design/docs/components/aurora-text-demo,https://magicui.design/r/aurora-text-demo.json,registry/example/aurora-text-demo.tsx
Magic UI,avatar-circles,Avatar Circles,Overlapping circles of avatars.,registry:ui,,,https://magicui.design/docs/components/avatar-circles,https://magicui.design/r/avatar-circles.json,registry/magicui/avatar-circles.tsx
Magic UI,avatar-circles-demo,Avatar Circles Demo,Example showing overlapping avatar circles.,registry:example,,@magicui/avatar-circles,https://magicui.design/docs/components/avatar-circles-demo,https://magicui.design/r/avatar-circles-demo.json,registry/example/avatar-circles-demo.tsx
Magic UI,backlight,Backlight,"A backlight glow effect for videos, images, and SVGs.",registry:ui,,,https://magicui.design/docs/components/backlight,https://magicui.design/r/backlight.json,registry/magicui/backlight.tsx
Magic UI,backlight-image-demo,Backlight Image Demo,An example of the backlight component with a image.,registry:example,,@magicui/backlight,https://magicui.design/docs/components/backlight-image-demo,https://magicui.design/r/backlight-image-demo.json,registry/example/backlight-image-demo.tsx
Magic UI,backlight-svg-demo,Backlight Svg Demo,An example of the backlight component with SVGs.,registry:example,,@magicui/backlight,https://magicui.design/docs/components/backlight-svg-demo,https://magicui.design/r/backlight-svg-demo.json,registry/example/backlight-svg-demo.tsx
Magic UI,backlight-video-demo,Backlight Video Demo,An example of the backlight component with a video.,registry:example,,@magicui/backlight,https://magicui.design/docs/components/backlight-video-demo,https://magicui.design/r/backlight-video-demo.json,registry/example/backlight-video-demo.tsx
Magic UI,bento-demo,Bento Demo,Example showing a bento grid layout for showcasing features.,registry:example,@radix-ui/react-icons,button; calendar; @magicui/marquee; @magicui/bento-grid; @magicui/animated-beam; @magicui/animated-list; @magicui/animated-beam-multiple-outputs; @magicui/animated-list-demo,https://magicui.design/docs/components/bento-demo,https://magicui.design/r/bento-demo.json,registry/example/bento-demo.tsx
Magic UI,bento-demo-vertical,Bento Vertical Demo,Example showing a vertical bento grid layout.,registry:example,@radix-ui/react-icons,@magicui/bento-grid,https://magicui.design/docs/components/bento-demo-vertical,https://magicui.design/r/bento-demo-vertical.json,registry/example/bento-demo-vertical.tsx
Magic UI,bento-grid,Bento Grid,Bento grid is a layout used to showcase the features of a product in a simple and elegant way.,registry:ui,@radix-ui/react-icons,button,https://magicui.design/docs/components/bento-grid,https://magicui.design/r/bento-grid.json,registry/magicui/bento-grid.tsx
Magic UI,blur-fade,Blur Fade,Blur fade in and out animation. Used to smoothly fade in and out content.,registry:ui,motion,,https://magicui.design/docs/components/blur-fade,https://magicui.design/r/blur-fade.json,registry/magicui/blur-fade.tsx
Magic UI,blur-fade-demo,Blur Fade Demo,Example showing blur fade in and out animations.,registry:example,,@magicui/blur-fade,https://magicui.design/docs/components/blur-fade-demo,https://magicui.design/r/blur-fade-demo.json,registry/example/blur-fade-demo.tsx
Magic UI,blur-fade-text-demo,Blur Fade Text Demo,Example showing blur fade animations with text.,registry:example,,@magicui/blur-fade,https://magicui.design/docs/components/blur-fade-text-demo,https://magicui.design/r/blur-fade-text-demo.json,registry/example/blur-fade-text-demo.tsx
Magic UI,border-beam,Border Beam,An animated beam of light which travels along the border of its container.,registry:ui,motion,,https://magicui.design/docs/components/border-beam,https://magicui.design/r/border-beam.json,registry/magicui/border-beam.tsx
Magic UI,border-beam-demo,Border Beam Demo,Example showing an animated border beam effect.,registry:example,,@magicui/border-beam,https://magicui.design/docs/components/border-beam-demo,https://magicui.design/r/border-beam-demo.json,registry/example/border-beam-demo.tsx
Magic UI,border-beam-demo-2,Border Beam Demo,Example showing an animated border beam effect.,registry:example,,button; card; @magicui/border-beam,https://magicui.design/docs/components/border-beam-demo-2,https://magicui.design/r/border-beam-demo-2.json,registry/example/border-beam-demo-2.tsx
Magic UI,border-beam-demo-3,Border Beam Demo 3,Example showing an animated border beam effect.,registry:example,,button; card; input; label; @magicui/border-beam,https://magicui.design/docs/components/border-beam-demo-3,https://magicui.design/r/border-beam-demo-3.json,registry/example/border-beam-demo-3.tsx
Magic UI,border-beam-demo-4,Border Beam Demo 4,Example showing an animated border beam effect.,registry:example,,button; @magicui/border-beam,https://magicui.design/docs/components/border-beam-demo-4,https://magicui.design/r/border-beam-demo-4.json,registry/example/border-beam-demo-4.tsx
Magic UI,client-tweet-card,Client Tweet Card,"A client-side version of the tweet card that displays a tweet with the author's name, handle, and profile picture.",registry:ui,react-tweet,,https://magicui.design/docs/components/client-tweet-card,https://magicui.design/r/client-tweet-card.json,registry/magicui/client-tweet-card.tsx
Magic UI,code-comparison,Code Comparison,A component which compares two code snippets.,registry:ui,shiki; next-themes,,https://magicui.design/docs/components/code-comparison,https://magicui.design/r/code-comparison.json,registry/magicui/code-comparison.tsx
Magic UI,code-comparison-demo,Code Comparison Demo,Example showing a component which compares two code snippets.,registry:example,,@magicui/code-comparison,https://magicui.design/docs/components/code-comparison-demo,https://magicui.design/r/code-comparison-demo.json,registry/example/code-comparison-demo.tsx
Magic UI,comic-text,Comic Text,Comic text animation,registry:ui,motion,,https://magicui.design/docs/components/comic-text,https://magicui.design/r/comic-text.json,registry/magicui/comic-text.tsx
Magic UI,comic-text-demo,Comic Text Demo,Example showing comic text animation.,registry:example,,@magicui/comic-text,https://magicui.design/docs/components/comic-text-demo,https://magicui.design/r/comic-text-demo.json,registry/example/comic-text-demo.tsx
Magic UI,confetti,Confetti,Confetti animations are best used to delight your users when something special happens,registry:ui,canvas-confetti; @types/canvas-confetti,button,https://magicui.design/docs/components/confetti,https://magicui.design/r/confetti.json,registry/magicui/confetti.tsx
Magic UI,confetti-basic-cannon,Confetti Basic Cannon,Example showing basic confetti cannon animation.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-basic-cannon,https://magicui.design/r/confetti-basic-cannon.json,registry/example/confetti-basic-cannon.tsx
Magic UI,confetti-custom-shapes,Confetti Custom Shapes,Example showing confetti with custom shape particles.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-custom-shapes,https://magicui.design/r/confetti-custom-shapes.json,registry/example/confetti-custom-shapes.tsx
Magic UI,confetti-demo,Confetti Demo,Example showing confetti animations for celebrations.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-demo,https://magicui.design/r/confetti-demo.json,registry/example/confetti-demo.tsx
Magic UI,confetti-emoji,Confetti Emoji,Example showing confetti with emoji particles.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-emoji,https://magicui.design/r/confetti-emoji.json,registry/example/confetti-emoji.tsx
Magic UI,confetti-fireworks,Confetti Fireworks,Example showing fireworks-style confetti animation.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-fireworks,https://magicui.design/r/confetti-fireworks.json,registry/example/confetti-fireworks.tsx
Magic UI,confetti-random-direction,Confetti Random Direction,Example showing confetti with random directions.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-random-direction,https://magicui.design/r/confetti-random-direction.json,registry/example/confetti-random-direction.tsx
Magic UI,confetti-side-cannons,Confetti Side Cannons,Example showing side-mounted confetti cannons.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-side-cannons,https://magicui.design/r/confetti-side-cannons.json,registry/example/confetti-side-cannons.tsx
Magic UI,confetti-stars,Confetti Stars,Example showing star-shaped confetti animation.,registry:example,,@magicui/confetti,https://magicui.design/docs/components/confetti-stars,https://magicui.design/r/confetti-stars.json,registry/example/confetti-stars.tsx
Magic UI,cool-mode,Cool Mode,"Cool mode effect for buttons, links, and other DOMs",registry:ui,,,https://magicui.design/docs/components/cool-mode,https://magicui.design/r/cool-mode.json,registry/magicui/cool-mode.tsx
Magic UI,cool-mode-custom,Cool Mode Custom,Example showing customized cool mode effects.,registry:example,,@magicui/cool-mode,https://magicui.design/docs/components/cool-mode-custom,https://magicui.design/r/cool-mode-custom.json,registry/example/cool-mode-custom.tsx
Magic UI,cool-mode-demo,Cool Mode Demo,Example showing cool mode effect for buttons and links.,registry:example,,@magicui/cool-mode,https://magicui.design/docs/components/cool-mode-demo,https://magicui.design/r/cool-mode-demo.json,registry/example/cool-mode-demo.tsx
Magic UI,dia-text-reveal,Dia Text Reveal,"A horizontal color band sweeps across text, revealing a gradient shine before settling on the base color.",registry:ui,motion,,https://magicui.design/docs/components/dia-text-reveal,https://magicui.design/r/dia-text-reveal.json,registry/magicui/dia-text-reveal.tsx
Magic UI,dia-text-reveal-demo,Dia Text Reveal Demo,Example showing a sweeping color band reveal on headline text.,registry:example,,@magicui/dia-text-reveal,https://magicui.design/docs/components/dia-text-reveal-demo,https://magicui.design/r/dia-text-reveal-demo.json,registry/example/dia-text-reveal-demo.tsx
Magic UI,dia-text-reveal-demo-2,Dia Text Reveal Demo 2,Custom gradient colors and settled text color on a light background.,registry:example,,@magicui/dia-text-reveal,https://magicui.design/docs/components/dia-text-reveal-demo-2,https://magicui.design/r/dia-text-reveal-demo-2.json,registry/example/dia-text-reveal-demo-2.tsx
Magic UI,dia-text-reveal-demo-3,Dia Text Reveal Demo 3,Rotating phrases with repeat and repeat delay.,registry:example,,@magicui/dia-text-reveal,https://magicui.design/docs/components/dia-text-reveal-demo-3,https://magicui.design/r/dia-text-reveal-demo-3.json,registry/example/dia-text-reveal-demo-3.tsx
Magic UI,dia-text-reveal-demo-4,Dia Text Reveal Demo 4,Slower sweep with delay — custom duration and timing.,registry:example,,@magicui/dia-text-reveal,https://magicui.design/docs/components/dia-text-reveal-demo-4,https://magicui.design/r/dia-text-reveal-demo-4.json,registry/example/dia-text-reveal-demo-4.tsx
Magic UI,dock,Dock,An implementation of the MacOS dock using react + tailwindcss + motion,registry:ui,motion,,https://magicui.design/docs/components/dock,https://magicui.design/r/dock.json,registry/magicui/dock.tsx
Magic UI,dock-demo,Dock Demo,Example showing a MacOS-style dock implementation.,registry:example,next-themes,button; @magicui/dock,https://magicui.design/docs/components/dock-demo,https://magicui.design/r/dock-demo.json,registry/example/dock-demo.tsx
Magic UI,dock-demo-2,Dock Demo 2,Second example showing a MacOS-style dock implementation.,registry:example,,@magicui/dock,https://magicui.design/docs/components/dock-demo-2,https://magicui.design/r/dock-demo-2.json,registry/example/dock-demo-2.tsx
Magic UI,dock-demo-3,Dock Demo 3,Third example showing a MacOS-style dock implementation.,registry:example,,@magicui/dock,https://magicui.design/docs/components/dock-demo-3,https://magicui.design/r/dock-demo-3.json,registry/example/dock-demo-3.tsx
Magic UI,dot-pattern,Dot Pattern,"A background dot pattern made with SVGs, fully customizable using Tailwind CSS.",registry:ui,,,https://magicui.design/docs/components/dot-pattern,https://magicui.design/r/dot-pattern.json,registry/magicui/dot-pattern.tsx
Magic UI,dot-pattern-demo,Dot Pattern Demo,Example showing a background dot pattern made with SVGs.,registry:example,,@magicui/dot-pattern,https://magicui.design/docs/components/dot-pattern-demo,https://magicui.design/r/dot-pattern-demo.json,registry/example/dot-pattern-demo.tsx
Magic UI,dot-pattern-linear-gradient,Dot Pattern Linear Gradient,Example showing a dot pattern with linear gradient effects.,registry:example,,@magicui/dot-pattern,https://magicui.design/docs/components/dot-pattern-linear-gradient,https://magicui.design/r/dot-pattern-linear-gradient.json,registry/example/dot-pattern-linear-gradient.tsx
Magic UI,dot-pattern-with-glow-effect,Dot Pattern with glow effect,Example showing a dot pattern with glow effect,registry:example,,@magicui/dot-pattern,https://magicui.design/docs/components/dot-pattern-with-glow-effect,https://magicui.design/r/dot-pattern-with-glow-effect.json,registry/example/dot-pattern-with-glow-effect.tsx
Magic UI,dotted-map,Dotted Map,A component with a dotted map.,registry:ui,svg-dotted-map,,https://magicui.design/docs/components/dotted-map,https://magicui.design/r/dotted-map.json,registry/magicui/dotted-map.tsx
Magic UI,dotted-map-demo,Dotted Map Demo,Example showing a dotted map.,registry:example,countries-list,@magicui/dotted-map,https://magicui.design/docs/components/dotted-map-demo,https://magicui.design/r/dotted-map-demo.json,registry/example/dotted-map-demo.tsx
Magic UI,dotted-map-demo-2,Dotted Map Demo 2,Example showing a dotted map.,registry:example,,@magicui/dotted-map,https://magicui.design/docs/components/dotted-map-demo-2,https://magicui.design/r/dotted-map-demo-2.json,registry/example/dotted-map-demo-2.tsx
Magic UI,dotted-map-demo-3,Dotted Map Demo 3,Example showing a dotted map with pulse animation.,registry:example,,@magicui/dotted-map,https://magicui.design/docs/components/dotted-map-demo-3,https://magicui.design/r/dotted-map-demo-3.json,registry/example/dotted-map-demo-3.tsx
Magic UI,file-tree,File Tree,A component used to showcase the folder and file structure of a directory.,registry:ui,,,https://magicui.design/docs/components/file-tree,https://magicui.design/r/file-tree.json,registry/magicui/file-tree.tsx
Magic UI,file-tree-demo,File Tree Demo,Example showing a component that displays folder and file structure.,registry:example,,@magicui/file-tree,https://magicui.design/docs/components/file-tree-demo,https://magicui.design/r/file-tree-demo.json,registry/example/file-tree-demo.tsx
Magic UI,flickering-grid,Flickering Grid,"A flickering grid background made with SVGs, fully customizable using Tailwind CSS.",registry:ui,,,https://magicui.design/docs/components/flickering-grid,https://magicui.design/r/flickering-grid.json,registry/magicui/flickering-grid.tsx
Magic UI,flickering-grid-demo,Flickering Grid Demo,Example showing a flickering grid background.,registry:example,,@magicui/flickering-grid,https://magicui.design/docs/components/flickering-grid-demo,https://magicui.design/r/flickering-grid-demo.json,registry/example/flickering-grid-demo.tsx
Magic UI,flickering-grid-rounded-demo,Flickering Grid Rounded Demo,Example showing a flickering grid background with rounded corners.,registry:example,,@magicui/flickering-grid,https://magicui.design/docs/components/flickering-grid-rounded-demo,https://magicui.design/r/flickering-grid-rounded-demo.json,registry/example/flickering-grid-rounded-demo.tsx
Magic UI,floating-3d-particles,Floating 3D Particles,"A canvas-based pseudo-3D particle field with perspective projection, continuous rotation and buoyant drift.",registry:ui,,,https://magicui.design/docs/components/floating-3d-particles,https://magicui.design/r/floating-3d-particles.json,registry/magicui/floating-3d-particles.tsx
Magic UI,floating-3d-particles-demo,Floating 3D Particles Demo,Example showing a floating 3D particle field behind hero content.,registry:example,lucide-react; next-themes,@magicui/floating-3d-particles,https://magicui.design/docs/components/floating-3d-particles-demo,https://magicui.design/r/floating-3d-particles-demo.json,registry/example/floating-3d-particles-demo.tsx
Magic UI,floating-3d-particles-demo-2,Floating 3D Particles Demo 2,Example showing the particle field as a standalone background.,registry:example,next-themes,@magicui/floating-3d-particles,https://magicui.design/docs/components/floating-3d-particles-demo-2,https://magicui.design/r/floating-3d-particles-demo-2.json,registry/example/floating-3d-particles-demo-2.tsx
Magic UI,glare-hover,Glare Hover,"A diagonal glare on hover using a ::before gradient and CSS variables (angle, size, duration, color).",registry:ui,,,https://magicui.design/docs/components/glare-hover,https://magicui.design/r/glare-hover.json,registry/magicui/glare-hover.tsx
Magic UI,glare-hover-demo,Glare Hover Demo,Pricing card with diagonal hover glare (duration 600ms).,registry:example,,@magicui/glare-hover,https://magicui.design/docs/components/glare-hover-demo,https://magicui.design/r/glare-hover-demo.json,registry/example/glare-hover-demo.tsx
Magic UI,glare-hover-demo-alert,Glare Hover Demo — Alerts,Three alerts with custom glare colors and opacity.,registry:example,,@magicui/glare-hover,https://magicui.design/docs/components/glare-hover-demo-alert,https://magicui.design/r/glare-hover-demo-alert.json,registry/example/glare-hover-demo-alert.tsx
Magic UI,glare-hover-demo-cta,Glare Hover Demo — CTA,CTA card with hover glare (700ms).,registry:example,,@magicui/glare-hover,https://magicui.design/docs/components/glare-hover-demo-cta,https://magicui.design/r/glare-hover-demo-cta.json,registry/example/glare-hover-demo-cta.tsx
Magic UI,globe,Globe,"An autorotating, interactive, and highly performant globe made using WebGL.",registry:ui,cobe@^0.6.4; motion,,https://magicui.design/docs/components/globe,https://magicui.design/r/globe.json,registry/magicui/globe.tsx
Magic UI,globe-demo,Globe Demo,"Example showing an autorotating, interactive WebGL globe.",registry:example,,@magicui/globe,https://magicui.design/docs/components/globe-demo,https://magicui.design/r/globe-demo.json,registry/example/globe-demo.tsx
Magic UI,glyph-matrix,Glyph Matrix,An animated grid of subtly shifting glyphs with fade effect and theme support.,registry:ui,,,https://magicui.design/docs/components/glyph-matrix,https://magicui.design/r/glyph-matrix.json,registry/magicui/glyph-matrix.tsx
Magic UI,glyph-matrix-demo,Glyph Matrix Demo,Example showing an animated grid of subtly shifting glyphs.,registry:example,next-themes,@magicui/glyph-matrix,https://magicui.design/docs/components/glyph-matrix-demo,https://magicui.design/r/glyph-matrix-demo.json,registry/example/glyph-matrix-demo.tsx
Magic UI,grid-pattern,Grid Pattern,"A background grid pattern made with SVGs, fully customizable using Tailwind CSS.",registry:ui,,,https://magicui.design/docs/components/grid-pattern,https://magicui.design/r/grid-pattern.json,registry/magicui/grid-pattern.tsx
Magic UI,grid-pattern-dashed,Grid Pattern Dashed,Example showing a dashed grid pattern.,registry:example,,@magicui/grid-pattern,https://magicui.design/docs/components/grid-pattern-dashed,https://magicui.design/r/grid-pattern-dashed.json,registry/example/grid-pattern-dashed.tsx
Magic UI,grid-pattern-demo,Grid Pattern Demo,Example showing a background grid pattern made with SVGs.,registry:example,,@magicui/grid-pattern,https://magicui.design/docs/components/grid-pattern-demo,https://magicui.design/r/grid-pattern-demo.json,registry/example/grid-pattern-demo.tsx
Magic UI,grid-pattern-linear-gradient,Grid Pattern Linear Gradient,Example showing a grid pattern with linear gradient effects.,registry:example,,@magicui/grid-pattern,https://magicui.design/docs/components/grid-pattern-linear-gradient,https://magicui.design/r/grid-pattern-linear-gradient.json,registry/example/grid-pattern-linear-gradient.tsx
Magic UI,hero-video-dialog,Hero Video Dialog,A hero video dialog component.,registry:ui,motion,,https://magicui.design/docs/components/hero-video-dialog,https://magicui.design/r/hero-video-dialog.json,registry/magicui/hero-video-dialog.tsx
Magic UI,hero-video-dialog-demo,Hero Video Dialog Demo,Example showing a hero video dialog component.,registry:example,,@magicui/hero-video-dialog,https://magicui.design/docs/components/hero-video-dialog-demo,https://magicui.design/r/hero-video-dialog-demo.json,registry/example/hero-video-dialog-demo.tsx
Magic UI,hero-video-dialog-demo-top-in-bottom-out,Hero Video Dialog Top In Bottom Out Demo,Example showing a hero video dialog with top-in bottom-out animation.,registry:example,,@magicui/hero-video-dialog,https://magicui.design/docs/components/hero-video-dialog-demo-top-in-bottom-out,https://magicui.design/r/hero-video-dialog-demo-top-in-bottom-out.json,registry/example/hero-video-dialog-demo-top-in-bottom-out.tsx
Magic UI,hexagon-pattern,Hexagon Pattern,"A background hexagon pattern made with SVGs, fully customizable using Tailwind CSS.",registry:ui,,,https://magicui.design/docs/components/hexagon-pattern,https://magicui.design/r/hexagon-pattern.json,registry/magicui/hexagon-pattern.tsx
Magic UI,hexagon-pattern-dashed,Hexagon Pattern Dashed,Example showing a dashed hexagon pattern.,registry:example,,@magicui/hexagon-pattern,https://magicui.design/docs/components/hexagon-pattern-dashed,https://magicui.design/r/hexagon-pattern-dashed.json,registry/example/hexagon-pattern-dashed.tsx
Magic UI,hexagon-pattern-demo,Hexagon Pattern Demo,Example showing a background hexagon pattern made with SVGs.,registry:example,,@magicui/hexagon-pattern,https://magicui.design/docs/components/hexagon-pattern-demo,https://magicui.design/r/hexagon-pattern-demo.json,registry/example/hexagon-pattern-demo.tsx
Magic UI,hexagon-pattern-linear-gradient,Hexagon Pattern Linear Gradient,Example showing a hexagon pattern with linear gradient effects.,registry:example,,@magicui/hexagon-pattern,https://magicui.design/docs/components/hexagon-pattern-linear-gradient,https://magicui.design/r/hexagon-pattern-linear-gradient.json,registry/example/hexagon-pattern-linear-gradient.tsx
Magic UI,hexagon-pattern-spacing,Hexagon Pattern Spacing,Example showing a hexagon pattern with extra spacing between cells.,registry:example,,@magicui/hexagon-pattern,https://magicui.design/docs/components/hexagon-pattern-spacing,https://magicui.design/r/hexagon-pattern-spacing.json,registry/example/hexagon-pattern-spacing.tsx
Magic UI,highlighter,Highlighter,A text highlighter that mimics the effect of a human-drawn marker stroke.,registry:ui,motion; rough-notation,,https://magicui.design/docs/components/highlighter,https://magicui.design/r/highlighter.json,registry/magicui/highlighter.tsx
Magic UI,highlighter-demo,Highlighter Demo,Example showing the demo of a Highlighter,registry:example,motion; rough-notation,@magicui/highlighter,https://magicui.design/docs/components/highlighter-demo,https://magicui.design/r/highlighter-demo.json,registry/example/highlighter-demo.tsx; registry/magicui/highlighter.tsx
Magic UI,hyper-text,Hyper Text,A text animation that scrambles letters before revealing the final text.,registry:ui,motion,,https://magicui.design/docs/components/hyper-text,https://magicui.design/r/hyper-text.json,registry/magicui/hyper-text.tsx
